name,price,odometer,is_dealer,link,condition,fuel,paint color,title status,transmission,type,cylinders,drive,location,VIN,est. monthly pmt
GMC Savana 2008 Campervan,5500,"329,000",0,https://www.craigslist.org/view/d/vancouver-gmc-savana-2008-campervan/7TufVJfbUiegkgoy1pGSNg,excellent,gas,white,clean,automatic,van,5 cylinders,rwd,downtown,,
2015-2016 Corolla CE,1,"100,000",0,https://www.craigslist.org/view/d/port-moody-corolla-ce/5VNv1zHr6QXymKhyU8V2yJ,,gas,,clean,automatic,sedan,,,Port Moody,,
2013 Kia Forte 2.0L Automatic – Clean Title – No Accidents,7200,"176,159",0,https://www.craigslist.org/view/d/burnaby-2013-kia-forte-20l-automatic/qWKXvVRRKhyJ33gFfUdLY4,excellent,gas,white,clean,automatic,sedan,,,Burnaby,,
Rear engine dragster,7000,300,0,https://www.craigslist.org/view/d/surrey-northeast-rear-engine-dragster/vkUi2arZv1wCNJp6QM6YK5,,gas,,clean,automatic,,,,delta/surrey/langley,,
2024 MINI John Cooper Works Convertible,50000,"13,500",0,https://www.craigslist.org/view/d/north-vancouver-inner-east-2024-mini/69NYw5SNS2vF9xTtQLoxCa,like new,gas,black,clean,automatic,convertible,,,North Vancouver,,
Toyota Crown Athlete,9500,"79,000",0,https://www.craigslist.org/view/d/burnaby-toyota-crown-athlete/uUmuNLrbhj2Ecz3Caid8bA,like new,gas,white,clean,automatic,sedan,6 cylinders,rwd,burnaby/newwest,,
2022 BMW iX XDrive50/ EXCELLENT PKG/ NO ACCIDENT/ M SPORT PRO,57995,"65,550",0,https://www.craigslist.org/view/d/richmond-2022-bmw-ix-xdrive50-excellent/cNAz2pht8M7BRRY8rLJfHj,excellent,electric,red,clean,automatic,SUV,,4wd,Richmond,WB523CF07NCJ58166,
Cadillac CTS — Luxury with an Edge,19999,"48,500",0,https://www.craigslist.org/view/d/vancouver-cadillac-cts-luxury-with-an/1F7qg23449ChyRiTSonpep,like new,gas,white,clean,automatic,sedan,6 cylinders,rwd,Vancouver,,
BMW 2003 745Li only 57K,6500,"57,800",0,https://www.craigslist.org/view/d/west-vancouver-bmw-li-only-57k/vb4HMfSgdawjCj956W352K,excellent,gas,,clean,automatic,sedan,8 cylinders,,West Vancouver,WBAGN63453DR18323,
RARE  1998 Jeep grand cherokee 5.9 LIMITED aka Trackhawk,6000,"290,000",0,https://www.craigslist.org/view/d/vancouver-rare-1998-jeep-grand-cherokee/gpvobiMJuV8j3TVG6x2vVZ,excellent,gas,white,clean,automatic,SUV,8 cylinders,4wd,vancouver,,
2020 Jaguar F-PACE SVR | 550HP Supercharged V8 | AWD | One Owner,59500,"44,955",0,https://www.craigslist.org/view/d/vancouver-2020-jaguar-pace-svr-550hp/uaox4WsNUxhPUmGmF44F5M,excellent,gas,black,clean,automatic,SUV,8 cylinders,4wd,"Vancouver, BC",,
Well-maintained 2017 Toyota Sienna SE (FWD),29800,"65,000",0,https://www.craigslist.org/view/d/richmond-well-maintained-2017-toyota/m8ify13Ywog3PUvrN26dTx,excellent,gas,white,clean,automatic,minivan,,fwd,Richmond,,
"2008 BMW 328xi (E90) — 130,000 km  MINT condition Full Service History",9000,"130,000",0,https://www.craigslist.org/view/d/langley-city-2008-bmw-328xi-km-mint/kmo8FnN7u7uQ58QPEohAo7,excellent,gas,,clean,automatic,sedan,6 cylinders,4wd,Langley,,
AUDI for sale,5500,"167,264",0,https://www.craigslist.org/view/d/port-coquitlam-north-audi-for-sale/5w7F8SAqTro9UKBEmZCW2w,excellent,gas,,clean,automatic,wagon,4 cylinders,4wd,tricities/pitt/maple,,
Audi Q3 progressive,30000,"56,600",0,https://www.craigslist.org/view/d/vancouver-audi-q3-progressive/8NqaUyox6R4jbmSho2poDS,excellent,gas,black,clean,automatic,SUV,4 cylinders,4wd,city of vancouver,,
2006 Porsche Cayenne V6 EXCELLENT RUNNING and Good on Gas,8500,"278,500",0,https://www.craigslist.org/view/d/vancouver-2006-porsche-cayenne-v6/eCgebeKtZBT8bD6nB8Dbi2,good,gas,black,clean,automatic,SUV,6 cylinders,,Vancouver Westside,WP1AA29P66LA23396,
Low Milage Nissan Pathfinder V6 2012 Black in Excellent Driving Condit,10950,"177,000",0,https://www.craigslist.org/view/d/vancouver-low-milage-nissan-pathfinder/pbNYLWDgiwHKNPWBqXqQMG,excellent,gas,,clean,automatic,SUV,6 cylinders,4wd,Vancouver Westside,,
*****VW GOLF GTI******,7800,"150,000",0,https://www.craigslist.org/view/d/port-coquitlam-south-vw-golf-gti/pPSZc6oBUQkoDq9ka47q8A,excellent,gas,black,clean,automatic,hatchback,4 cylinders,,Port Coquitlam,,
2018 Porsche Macan AWD | No Accidents | One Owner,27999,"83,200",0,https://www.craigslist.org/view/d/vancouver-2018-porsche-macan-awd-no/8yBHQVGR9HtuuRNHbKy4Pb,like new,gas,silver,clean,automatic,SUV,4 cylinders,4wd,Vancouver,,
2022 Porsche 911S RWD Coupe | Wrty June 2027 | 7 Spd Man | 18.5k KM's,187500,"18,500",0,https://www.craigslist.org/view/d/vancouver-2022-porsche-911s-rwd-coupe/vv5sRacNV5DCe83SWBzzqn,like new,gas,silver,clean,manual,coupe,6 cylinders,rwd,West Vancouver,WP0AB2A92NS221831,
2022 Toyota Tacoma SR5/ NO ACCIDENT/ BC LOCAL/ ONE OWNER,39900,"130,494",0,https://www.craigslist.org/view/d/surrey-inner-northwest-2022-toyota/cHwngKpkjKqCHACk6NktnM,excellent,gas,red,clean,automatic,pickup,6 cylinders,4wd,Surrey,3TYDZ5BN2NT009207,
2005 Subaru Legacy,1500,"358,000",0,https://www.craigslist.org/view/d/west-vancouver-north-2005-subaru-legacy/p5uDgUtx7C5YvPm8aa3eQM,fair,gas,blue,clean,automatic,sedan,4 cylinders,4wd,West Vancouver,,
2008 Subaru Impreza,5000,"251,000",0,https://www.craigslist.org/view/d/west-vancouver-north-2008-subaru-impreza/x3m2ezfHn9AJ5ekmRVkzwt,good,gas,silver,clean,automatic,hatchback,4 cylinders,4wd,West Vancouver,,
Ram Promaster 3500 High Roof,23000,"180,000",0,https://www.craigslist.org/view/d/new-westminster-ram-promaster-3500-high/nFBvrbFNZUEMYMVQDcfq6R,,gas,white,clean,automatic,,,,New Westminster,,
2023 Ford F-150 XLT,48889,"47,000",0,https://www.craigslist.org/view/d/mission-2023-ford-150-xlt/33QWg1UJ9WXWJCxcbXmV2H,,gas,,clean,automatic,pickup,,,Mission,,
2019 Ford Transit 150 XLT – 8 Passenger – LOW KM – Excellent Condition,38000,"94,500",0,https://www.craigslist.org/view/d/comox-2019-ford-transit-150-xlt/1GK5NQDQQJk14AYeGH2Etu,excellent,gas,silver,clean,automatic,van,6 cylinders,4wd,city of vancouver,1FMZK1YM2KKA43899,
1967 mustang coupe,6500,"23,075",0,https://www.craigslist.org/view/d/delta-northeast-1967-mustang-coupe/vfjQVbV6z3TmHMcJsK8Qfe,fair,gas,blue,clean,manual,coupe,8 cylinders,rwd,North Delta,,
2013 mini Countryman | No accident | BC Local | One owner,11950,"80,674",0,https://www.craigslist.org/view/d/richmond-southeast-2013-mini-countryman/mRuBnSoqufBWmumb1DZfW9,,gas,,clean,automatic,,,,call Josh,,
2011 BMW X3 XDrive 28i | BC Local | new tire,6950,"232,800",0,https://www.craigslist.org/view/d/richmond-southeast-2011-bmw-x3-xdrive/83uttyWtrwfGw9PLy53nAg,,gas,,clean,automatic,SUV,,,call Josh,,
2010 Volkswagen Scirocco TSI | Left Handed Drive | same Golf GTI engin,19800,"91,547",0,https://www.craigslist.org/view/d/vancouver-2010-volkswagen-scirocco-tsi/628JrbiL83iTqgMFk61jEu,,gas,,clean,automatic,,,,vancouver,,
Dodge 2500 4x4,7000,"190,000",0,https://www.craigslist.org/view/d/vancouver-dodge-x4/sutKjX3tQhmVihVoKwszkb,fair,gas,blue,clean,automatic,pickup,,4wd,Vancouver,,
2015 Hyundai Elantra Limited – Mint Condition – New All-Weather Tires-,-1,"63,000",0,https://www.craigslist.org/view/d/burnaby-2015-hyundai-elantra-limited/2G8eXmtFN19ZyvBsJg6mzn,excellent,gas,silver,clean,automatic,sedan,4 cylinders,fwd,burnaby/newwest,,
2018 bmw X5M | Clean title | BC local | Fully loaded | B&O sound syste,44950,"101,326",0,https://www.craigslist.org/view/d/richmond-southeast-2018-bmw-x5m-clean/euU6mHReY7Cw2FJGUav4yo,,gas,,clean,automatic,SUV,,,call Josh,,
2004 Ford FreeStar Van For Sale,4500,"180,000",0,https://www.craigslist.org/view/d/new-westminster-southwest-2004-ford/2qtJAbvT5Cscv14uacNogv,fair,gas,green,clean,automatic,minivan,6 cylinders,fwd,Burnaby/New Westminster,,
Very good condition Hyundai Azera sedan,2100,"260,000",0,https://www.craigslist.org/view/d/delta-northeast-very-good-condition/s4vyVJn1zM84f8MiUKF6uD,good,gas,blue,clean,automatic,sedan,6 cylinders,,Surrey,,
2024 Range Rover Sport P400 Dynamic - Legacy 3.99% Rate + Full Protect,1903,"31,116",0,https://www.craigslist.org/view/d/burnaby-2024-range-rover-sport-p400/gvLsJnyc9WKy5cL1XTAHsg,like new,gas,grey,clean,automatic,SUV,6 cylinders,4wd,"Lower Mainland, BC",,
"1999 GMC T8500 Tandem Reefer Truck | 190,511 km | 26' Box",38000,"190,511",0,https://www.craigslist.org/view/d/richmond-1999-gmc-t8500-tandem-reefer/nHmWCwLNxJLMBWFqevNH1E,excellent,diesel,,rebuilt,manual,truck,,,Richmond,,
2007 gmc Sierra 2500hd,3000,"370,000",0,https://www.craigslist.org/view/d/delta-2007-gmc-sierra-2500hd/dGEFf7nr9Zxf7Tc1Jfy5AQ,fair,gas,white,clean,automatic,pickup,8 cylinders,4wd,Delta,,
2011 Mercedes R350 4-matic Diesel for sale -$7000 (South Surrey),7000,"206,000",0,https://www.craigslist.org/view/d/white-rock-2011-mercedes-r350-matic/pZ7rX44Y95D1p7g1aYBpth,good,diesel,white,clean,automatic,,,,South Surrey,,
Scion xB or Scion xD wanted,3000,"300,000",0,https://www.craigslist.org/view/d/vancouver-scion-xb-or-scion-xd-wanted/cFX7aiy2WAdpbqCADbBWcU,fair,gas,,rebuilt,automatic,,4 cylinders,fwd,Vancouver,,
2012 Ford F-150 XLT 4x4,5900,"238,000",0,https://www.craigslist.org/view/d/surrey-northeast-2012-ford-150-xlt-4x4/cbBpenZ6r9Hoo3NhpKKzLn,good,gas,grey,clean,automatic,pickup,,,surrey,,
Hyundai Elentra GT 2013,6000,"163,300",0,https://www.craigslist.org/view/d/richmond-hyundai-elentra-gt-2013/3zB44m88LRQxu191dWJQzS,like new,gas,silver,clean,automatic,hatchback,other,fwd,Richmond,,
2013ford focus titanium,10,"80,000",0,https://www.craigslist.org/view/d/new-westminster-southwest-2013ford/pDmkCHXsT3KMdQ6yYd7P4A,excellent,gas,grey,clean,automatic,hatchback,4 cylinders,fwd,new westminister,,
For Sale: Mercedes-Benz B-Class 2014,11000,"107,000",0,https://www.craigslist.org/view/d/burnaby-for-sale-mercedes-benz-class/wauopmAnLcvbpmkv5dMNQJ,excellent,gas,,clean,automatic,hatchback,,fwd,Burnaby,,
"2007 Chevy Uplander Adventure Van – 141,000 km",1500,"141,000",0,https://www.craigslist.org/view/d/vancouver-2007-chevy-uplander-adventure/jdcboYkygR6eLZg9x36HTM,good,gas,red,clean,automatic,minivan,,rwd,Vancouver,,
2011 4 dr Nissan sentra,5000,"148,922",0,https://www.craigslist.org/view/d/burnaby-dr-nissan-sentra/dTzQ4Z5yS7EJaDooWJ1BV1,excellent,gas,black,clean,automatic,sedan,4 cylinders,fwd,burnaby/newwest,,
Mechanic special,550,"200,000",0,https://www.craigslist.org/view/d/richmond-mechanic-special/moBQa8DwdkB1Yi6avBTUYU,good,gas,green,clean,automatic,hatchback,4 cylinders,fwd,Richmond,,
2024 Ford Transit 15 Passenger *RARE* NO ACCIDENT - LOW KM,74980,"14,100",0,https://www.craigslist.org/view/d/vancouver-2024-ford-transit-15/9VqTNQmnTHd8pPFtMvHYnA,new,gas,white,clean,automatic,van,6 cylinders,rwd,Vancouver,,
2023 Isuzu NRR Heavy Duty GVWR No Accidents Power Tailgate,74980,"78,500",0,https://www.craigslist.org/view/d/langley-2023-isuzu-nrr-heavy-duty-gvwr/1wEiZnTMkcAKxkPV1eGFwC,like new,diesel,white,clean,automatic,truck,8 cylinders,rwd,city of vancouver,,
2024 Mercedes-Benz Sprinter Passenger Van 2500 High Roof Extend Body 1,74980,"69,800",0,https://www.craigslist.org/view/d/vancouver-2024-mercedes-benz-sprinter/vqymDDcpiYFzj1mRqtFab2,like new,diesel,,clean,automatic,minivan,4 cylinders,rwd,city of vancouver,,
"2020 RAM ProMaster City Cargo Van ST Edition, No Accidents, Low Kms, S",33980,"70,500",0,https://www.craigslist.org/view/d/vancouver-2020-ram-promaster-city-cargo/ksjtYqrbeVbuP74a9oERXc,like new,gas,white,clean,automatic,van,4 cylinders,fwd,Vancouver,,
Toyota Sienna For sale,13500,"385,000",0,https://www.craigslist.org/view/d/maple-ridge-toyota-sienna-for-sale/qqDy6gmvK6ohNQudEuBfTu,,gas,,clean,automatic,minivan,,,Maple Ridge,,
Hyundai Tuscan 4wd 2006,4300,"224,000",0,https://www.craigslist.org/view/d/tsawwassen-hyundai-tuscan-4wd-2006/7XCNLGwBs5kP7ubM5vNigx,good,gas,red,clean,automatic,SUV,6 cylinders,4wd,Tsawwassen,,
2014 Ford Focus – Mechanic Special / For Parts or Repair,1500,"351,483",0,https://www.craigslist.org/view/d/vancouver-2014-ford-focus-mechanic/gg1XEq9pwCxAuwmXTXMS1i,good,gas,,clean,automatic,hatchback,,,city of vancouver,,
2012 Jeep Wrangler Unlimited Sport S,17000,"136,500",0,https://www.craigslist.org/view/d/north-vancouver-2012-jeep-wrangler/5jf9qP4ZFB9eA1Fg3reSf5,excellent,gas,silver,clean,automatic,truck,6 cylinders,4wd,North Vancouver - Shipyards,,
Hyundai Veloster,3995,"230,000",0,https://www.craigslist.org/view/d/burnaby-hyundai-veloster/bai7ChP6UPFBpNgCHbnGB2,good,gas,white,clean,automatic,hatchback,,fwd,Burnaby,,
1997CadillaSedan Deville 197000klms 4500$ all trades cons,4500,"1,997,000",0,https://www.craigslist.org/view/d/vancouver-1997cadillasedan-deville-klms/iHVZ1ZiP796V1ACnPKB3qy,good,gas,brown,clean,automatic,sedan,8 cylinders,rwd,Vanvouver,,
2021 Kia Seltos EX AWD,22900,"49,496",0,https://www.craigslist.org/view/d/vancouver-2021-kia-seltos-ex-awd/qT5YUN5ChPaVVDuLveNxyu,like new,gas,,clean,automatic,SUV,4 cylinders,4wd,Vancouver,KNDEUCAA2M7070521,
1963 Volvo 122S wagon,12500,"79,928",0,https://www.craigslist.org/view/d/edmonton-1963-volvo-122s-wagon/oECuXLySWcPcKRNBh9YoMb,excellent,gas,blue,clean,manual,wagon,4 cylinders,rwd,Edmonton,,
2012 Toyota RAV4,4500,"345,000",0,https://www.craigslist.org/view/d/north-vancouver-2012-toyota-rav4/3A2w5W1w6wuZYwXoqcSvWf,good,gas,white,clean,automatic,SUV,4 cylinders,4wd,north shore,2T3BF4DV5CW240407,
2011 Buick regal gran sport,4900,"102,000",0,https://www.craigslist.org/view/d/north-vancouver-northwest-2011-buick/5mFXXCWM8wv1whxk7ou3PV,excellent,gas,silver,clean,automatic,sedan,4 cylinders,fwd,north vancouver,,
SUV,3370,160,0,https://www.craigslist.org/view/d/coquitlam-suv/12U7qj1xQ1MK6jWnbZFV8S,excellent,gas,black,salvage,automatic,SUV,8 cylinders,4wd,Coquitlam,,
2023 Chevy BrightDrop 600 AWD - WARRANTY till 2033,66900,"15,000",0,https://www.craigslist.org/view/d/west-vancouver-west-2023-chevy/tmQeVgH2csjXMbmaCZMi2d,like new,electric,white,clean,automatic,van,,4wd,West Vancouver,,
2024 Hyundai Palisade Ultimate Calligraphy - Finance | Lease | Cash,51000,"38,000",0,https://www.craigslist.org/view/d/vancouver-2024-hyundai-palisade/x1PUM581x6wMbU1oBvUPiR,like new,gas,black,clean,automatic,SUV,6 cylinders,4wd,VANCOUVER,,
Mercedes E63 2014,59500,"72,000",0,https://www.craigslist.org/view/d/surrey-outer-northwest-mercedes/3xWfmVsWuqLiR4LC1j8WZB,,gas,,clean,automatic,coupe,,,delta/surrey/langley,,
"2009 Mazda CX-7 – $2,500 OBO",2500,"280,000",0,https://www.craigslist.org/view/d/port-coquitlam-2009-mazda-cx-obo/gRy3y8n5oUexMP7fWyZNx7,good,gas,blue,clean,automatic,SUV,4 cylinders,4wd,Port Coquitlam,,
2006 Ford scape Limited only 33000  mile,5000,"33,000",0,https://www.craigslist.org/view/d/burnaby-2006-ford-scape-limited-only/ha6mqFUYBCgRKZRa5W49zh,excellent,gas,black,rebuilt,automatic,SUV,6 cylinders,4wd,burnaby/newwest,,
Fiat 124-125-126-128 -131 MIRAFIORI,1000,"1,000",0,https://www.craigslist.org/view/d/coquitlam-fiat-mirafiori/4ygrqq6p5AYpTRyU4sfcdr,good,gas,,clean,manual,coupe,4 cylinders,fwd,COQUITLAM,F1AT1TALY,
2008 Subaru Impreza Hatchback AWD Clean Title,4500,"215,434",0,https://www.craigslist.org/view/d/surrey-northeast-2008-subaru-impreza/95L2SAAB37RGi2DyERjqiP,good,gas,silver,clean,automatic,hatchback,4 cylinders,4wd,city of vancouver,,
2015 Mazda CX9,6250,"172,500",0,https://www.craigslist.org/view/d/richmond-2015-mazda-cx9/9BDnH2XLZr67DNw21p44GT,good,gas,white,clean,automatic,sedan,6 cylinders,4wd,Richmond,,
2019 Mitsubishi Eclipse Cross ES S-AWC | Pearl White | Clean Title,14999,"128,000",0,https://www.craigslist.org/view/d/burnaby-2019-mitsubishi-eclipse-cross/cce3uJ9qpSLud4LFRmyiKm,excellent,gas,white,clean,automatic,SUV,,4wd,Burnaby/Vancouver/Surrey,,
2004 Toyota Solara,3000,"208,000",0,https://www.craigslist.org/view/d/vancouver-2004-toyota-solara/tYiF1KmzJN7Ln1WEHmEyTh,fair,gas,red,clean,automatic,coupe,4 cylinders,,city of vancouver,,
Urgent Sale of Toyota Crown,-1,"113,000",0,https://www.craigslist.org/view/d/surrey-urgent-sale-of-toyota-crown/47eh3KmT9KYEDb7F1kfWwi,excellent,gas,blue,clean,automatic,sedan,6 cylinders,rwd,Surrey,,
2004 Mazda3,3700,205,0,https://www.craigslist.org/view/d/richmond-2004-mazda3/pZ2ZgjDtN9qMSpJUG6Ea3Q,good,gas,grey,clean,automatic,,,,Richmond,,
Hyundai Sonata,8000,"135,000",0,https://www.craigslist.org/view/d/new-westminster-hyundai-sonata/8fZ5Es7G8q9Dvk89sJQjCj,excellent,gas,blue,clean,automatic,sedan,4 cylinders,fwd,New Westminster,,
2016 Subaru WRX,15000,"209,000",0,https://www.craigslist.org/view/d/surrey-northeast-2016-subaru-wrx/98BUyA4fi73kPE2iKZCBxr,excellent,gas,,clean,manual,sedan,,,delta/surrey/langley,,
2010 Hyundai Elantra,3000,"346,044",0,https://www.craigslist.org/view/d/vancouver-2010-hyundai-elantra/59J19zR17pz5XBsxWkJiNS,good,gas,,clean,automatic,sedan,4 cylinders,4wd,Vancouver,KMHDU4BD0AU041800,
"2010 Volvo XC90 V8 AWD SE — 205,275 km, Clean Title, No Accidents Repo",6600,"205,275",0,https://www.craigslist.org/view/d/vancouver-2010-volvo-xc90-v8-awd-se-km/wcgdurg1xDucPBxGkEeEMd,excellent,gas,silver,clean,automatic,SUV,8 cylinders,4wd,Dunbar Southlands,,
2013 Smart ForTwo,3900,"105,594",0,https://www.craigslist.org/view/d/burnaby-2013-smart-fortwo/8gWsvGEs8h8C6bCKrnjnHb,good,gas,white,clean,automatic,,,,Burnaby,,
Hyundai Venue,67,"64,000",0,https://www.craigslist.org/view/d/surrey-inner-northwest-hyundai-venue/n2rECmucTGqnBHBTjLLgir,excellent,gas,grey,clean,automatic,SUV,,,Surrey,,
2010 LEXUS LS460 - JDM RHD - 105KMs,12350,"105,000",0,https://www.craigslist.org/view/d/port-coquitlam-central-2010-lexus-ls460/1AWMAYmCjup7CM4tF5uTaX,excellent,gas,white,clean,automatic,sedan,8 cylinders,rwd,Coquitlam,,
2008 LEXUS LS600h - JDM RHD - 103KMs,11300,"103,000",0,https://www.craigslist.org/view/d/port-coquitlam-central-2008-lexus/fJWDQbtYWrgHufpA36iZy7,excellent,gas,black,clean,automatic,sedan,8 cylinders,4wd,Coquitlam,,
2009 Audi A3 2.0L Quattro,4000,"232,000",0,https://www.craigslist.org/view/d/vancouver-2009-audi-a3-20l-quattro/keW4iL3kevNSJ6jwC6GWGy,good,gas,black,clean,automatic,hatchback,4 cylinders,4wd,Vancouver,,
2010 Nissan Pathfinder SE4.0L V6 For sale,8000,"208,000",0,https://www.craigslist.org/view/d/vancouver-2010-nissan-pathfinder-se40l/mLsLv45dvJ5EnfTneG8AW2,excellent,gas,silver,clean,automatic,SUV,6 cylinders,4wd,city of vancouver,,
2003 Honda Acura 3.2 TL Sedan,2500,"278,010",0,https://www.craigslist.org/view/d/vancouver-2003-honda-acura-32-tl-sedan/sdZ198wfpttQukq2jGZ87D,excellent,gas,grey,clean,automatic,sedan,6 cylinders,fwd,Vancouver,,
2012 Jeep Compass,8000,"156,830",0,https://www.craigslist.org/view/d/surrey-2012-jeep-compass/xmE3aE3JaR7k4ib5Gnu2HL,excellent,gas,white,clean,automatic,SUV,4 cylinders,4wd,Surrey,,
2011 Subaru Outback 2.5i Sport AWD –  km,6300,"234,000",0,https://www.craigslist.org/view/d/vancouver-2011-subaru-outback-25i-sport/41qjLQGEUFgnp7yEiqvHue,good,gas,grey,clean,automatic,SUV,4 cylinders,4wd,Vancouver,,
Car sale,4500,"207,000",0,https://www.craigslist.org/view/d/burnaby-car-sale/35dAWjDxbkMDvVZJxitWqy,good,gas,white,clean,automatic,hatchback,4 cylinders,,burnaby/newwest,,
GMC Yukon  Denali 2017,28500,"153,000",0,https://www.craigslist.org/view/d/surrey-inner-northwest-gmc-yukon-denali/8DQmxBT7UVhcVgHRqAuqYa,excellent,gas,red,rebuilt,automatic,SUV,8 cylinders,4wd,delta/surrey/langley,,
2010 Audi A5 S-Line Quattro 2.0T,7800,"160,000",0,https://www.craigslist.org/view/d/burnaby-2010-audi-a5-line-quattro-20t/jCxsKy83vKYakWMt8DsGS4,good,gas,grey,clean,automatic,coupe,4 cylinders,4wd,Burnaby,,
2006 Toyota Estima RIGHT Hand Drive Low KM,7500,"115,600",0,https://www.craigslist.org/view/d/vancouver-2006-toyota-estima-right-hand/jdZBP9Zy4ybfEj7ovBqL6c,good,gas,white,clean,automatic,minivan,6 cylinders,fwd,Vancouver,,
2017 Mini Cooper 5 door,9000,"147,000",0,https://www.craigslist.org/view/d/whistler-2017-mini-cooper-door/ssybxkGoQrGh8hWm16p43Y,excellent,gas,black,clean,automatic,,3 cylinders,fwd,Whistler,,
Mercedes C350 for sale,17000,"71,000",0,https://www.craigslist.org/view/d/vancouver-mercedes-c350-for-sale/62spQSpEttc9jNomAGKuzj,excellent,gas,,clean,automatic,sedan,6 cylinders,,Vancouver,WDDGF8JB9DA844071,
2010 Mercedes E550 Coupe,17900,"75,000",0,https://www.craigslist.org/view/d/burnaby-2010-mercedes-e550-coupe/rrvAsz1k2q1dfaxdkyifBJ,like new,gas,silver,clean,automatic,,8 cylinders,rwd,Burnaby,,
2008 Nissan Rogue SL,4000,"190,500",0,https://www.craigslist.org/view/d/vancouver-2008-nissan-rogue-sl/2GQyWvNAz3KQ1KQm6kqNTd,good,gas,silver,clean,automatic,SUV,4 cylinders,4wd,Vancouver,,
1980 Chevy Malibu Classic,2800,1,0,https://www.craigslist.org/view/d/vancouver-1980-chevy-malibu-classic/nugfci4vpnhYfSsnZskh67,fair,gas,brown,clean,automatic,coupe,8 cylinders,rwd,Vancouver,,
1994 black corvette,24700,"84,000",0,https://www.craigslist.org/view/d/vancouver-1994-black-corvette/pPdAd2pBugWrXm5ArtYMby,excellent,gas,black,clean,automatic,coupe,8 cylinders,rwd,Vancouver,,
2007 Mercedes-Benz CLS 350,9500,"89,805",0,https://www.craigslist.org/view/d/vancouver-2007-mercedes-benz-cls-350/g6ig6iK3xsNgcuUy1i3ky9,excellent,gas,white,clean,automatic,coupe,6 cylinders,rwd,Vancouver,,
2014 Mitsubishi RVR AWD,5500,"241,000",0,https://www.craigslist.org/view/d/vancouver-2014-mitsubishi-rvr-awd/1NH6vCTsdK7CoM2a8vt42M,good,gas,black,rebuilt,automatic,SUV,4 cylinders,4wd,Vancouver,,
1977cadillac,1,"5,888",0,https://www.craigslist.org/view/d/chilliwack-west-1977cadillac/31rBfvYVsCRDozq2GKJqwe,good,gas,blue,clean,automatic,,6 cylinders,fwd,CHILLIWACK,,
WANTED Ferrari 458 Italia by local private Cash buyer,1,"10,000",0,https://www.craigslist.org/view/d/vancouver-wanted-ferrari-458-italia-by/9rL86jz1UegpthBJ6AnRtk,,gas,,clean,other,,,,Vancouver,,
2002 NB Mazda Miata Special Edition,1,"83,005",0,https://www.craigslist.org/view/d/north-vancouver-2002-nb-mazda-miata/8jRgF1U19M8TojtheCYdBz,excellent,gas,yellow,clean,manual,convertible,4 cylinders,rwd,North Vancouver,,
