name,price,odometer,is_dealer,link,condition,fuel,paint color,title status,transmission,type,cylinders,drive,location,VIN,est. monthly pmt
2012 Mazda mazda 5,9995,"122,176",1,https://www.craigslist.org/view/d/delta-2012-mazda-mazda/nMEct2vpzBd7xKKc1VdWMV,like new,gas,grey,clean,automatic,minivan,4 cylinders,fwd,Vancouver,,
2015 SUBARU OUTBACK 2.5 LIMITED AWD,9995,"220,000",1,https://www.craigslist.org/view/d/burnaby-2015-subaru-outback-25-limited/96xvSxPz5rAR7qSeHP792u,excellent,gas,grey,clean,automatic,SUV,4 cylinders,4wd,Burnaby,,
2006 SUBARU FORESTER SX LOW K,9995,"120,000",1,https://www.craigslist.org/view/d/burnaby-2006-subaru-forester-sx-low/iAiCrWT7jWihpYrwFodLrQ,like new,gas,grey,clean,automatic,SUV,4 cylinders,4wd,Burnaby,,
2012 Audi Q5 quattro 4dr 2.0L Premium. LOCAL BC VEHICLE. ONE OWNER. NO,9999,"115,955",1,https://www.craigslist.org/view/d/richmond-2012-audi-q5-quattro-4dr-20l/6VaTWPYUoMpU42fqrY3Bcj,good,gas,grey,clean,automatic,SUV,4 cylinders,4wd,richmond,WA1LFCFP1CA059617,
2006 Mazda B3000,9999,"197,000",1,https://www.craigslist.org/view/d/surrey-2006-mazda-b3000/cNKyqPgLhRCrt5ZjAv2Xzn,excellent,gas,grey,clean,automatic,truck,6 cylinders,rwd,surrey,,
"2009 BMW 3-Series 328i Cabriolet, 160km, Local",10000,"160,000",1,https://www.craigslist.org/view/d/burnaby-2009-bmw-series-328i-cabriolet/7dJys7gGEUwgQCh5xsC5Du,good,gas,blue,clean,automatic,convertible,6 cylinders,rwd,BURNABY,WBAWL13559PX25965,
2006 HONDA ACTY ATTACK AWD KEI TRUCK,10200,"55,100",1,https://www.craigslist.org/view/d/langley-2006-honda-acty-attack-awd-kei/4FuocWrqRJ9na4REdwwEWp,excellent,gas,white,clean,manual,truck,3 cylinders,4wd,LANGLEY,,
2001 DAIHATSU HIJET AUTOMATIC 4WD KEI TRUCK,10200,"66,700",1,https://www.craigslist.org/view/d/langley-2001-daihatsu-hijet-automatic/nuMruXi3qsTaVMZW8cHjcu,excellent,gas,silver,clean,automatic,truck,3 cylinders,4wd,delta/surrey/langley,,
2010 SUZUKI CARRY 4WD KEI TRUCK,10200,"75,900",1,https://www.craigslist.org/view/d/langley-2010-suzuki-carry-4wd-kei-truck/1Bhzf5nWLzSRvmw67WZKex,excellent,gas,white,clean,manual,truck,3 cylinders,4wd,delta/surrey/langley,,
2013 Toyota Corolla S,10495,"152,226",1,https://www.craigslist.org/view/d/delta-2013-toyota-corolla/rk1iYZRiXMTY12ncwBurr1,like new,gas,grey,clean,automatic,sedan,4 cylinders,fwd,Vancouver,,
2019 Nissan Sentra SV,10500,"176,244",1,https://www.craigslist.org/view/d/surrey-south-2019-nissan-sentra-sv/ik2VB8ogbM66P6m4j2Ey6Z,like new,gas,white,clean,automatic,sedan,4 cylinders,fwd,Call Nathan 604 330 2043,,
2014 Jeep cherokee | one owner | bc local,10500,"96,654",1,https://www.craigslist.org/view/d/richmond-2014-jeep-cherokee-one-owner/9XCus7qGEym8XKAGs6bB5n,like new,gas,white,clean,automatic,SUV,4 cylinders,fwd,Richmond,,
2010 Honda Fit G,10790,"67,151",1,https://www.craigslist.org/view/d/burnaby-2010-honda-fit/wAPS5fHx7LGup8Z5MM1QFT,excellent,gas,black,clean,automatic,hatchback,4 cylinders,fwd,city of vancouver,,
"2009 Honda Accord EX-L 4dr Auto, 160km, P Sunroof",10800,"160,000",1,https://www.craigslist.org/view/d/burnaby-2009-honda-accord-ex-4dr-auto/aqafMPtrQQnmQLBCbuEWwv,good,gas,white,clean,automatic,sedan,4 cylinders,fwd,BURNABY,1HGCP26899A803738,
2016 Dodge Grand Caravan Canada Value Package,10800,"153,000",1,https://www.craigslist.org/view/d/burnaby-2016-dodge-grand-caravan-canada/rb2D2qyUzfnUcdBPx2neHS,excellent,gas,black,clean,automatic,minivan,6 cylinders,fwd,Burnaby,,
LEXUS RX350 AWD,10800,"245,205",1,https://www.craigslist.org/view/d/vancouver-lexus-rx350-awd/2HVqjc6j1NawgpKfNLjs9r,excellent,gas,,clean,automatic,SUV,6 cylinders,4wd,VANCOUVER,,
2012 Mercedes-Benz ML350 bluetec,10800,"160,000",1,https://www.craigslist.org/view/d/new-westminster-northeast-2012-mercedes/sBPFsqS26XoCKrEV1WbukH,like new,diesel,,clean,automatic,SUV,6 cylinders,4wd,New Westerminster,,
"2017 Kia Soul EX, Local Service Records!",10895,"145,757",1,https://www.craigslist.org/view/d/port-coquitlam-2017-kia-soul-ex-local/bfEaSiCUQVtqNzKNjGoN3Z,excellent,gas,,clean,automatic,hatchback,4 cylinders,fwd,Port Coquitlam,,
2018 SUBARU FORESTER TOURING LIMITED LOCAL ONE OWNER,10900,"243,000",1,https://www.craigslist.org/view/d/burnaby-2018-subaru-forester-touring/1pP4iSndxEgj1QgbtAMq9m,excellent,gas,blue,clean,automatic,SUV,4 cylinders,4wd,Burnaby,,
2014 AUDI Q5 TDI QUATTRO PREMIUM TURBO DIESEL,10900,"254,000",1,https://www.craigslist.org/view/d/burnaby-2014-audi-q5-tdi-quattro/5gTjXHxEEuzCDYgHH1Y3BS,excellent,diesel,white,clean,automatic,SUV,6 cylinders,4wd,Burnaby,,
2010 Mercedes-Benz C-Class 4dr Sdn C 300 4MATIC | FREE 3000 KM WARRANT,10980,"67,291",1,https://www.craigslist.org/view/d/vancouver-2010-mercedes-benz-class-4dr/3sGKXJYekTVpjvafEewMrs,excellent,gas,silver,clean,automatic,sedan,6 cylinders,4wd,Vancouver BC,WDDGF8BB4AF509376,
"2014 Ford F-150 4WD SuperCab 163"" XL | FREE 3000 KM LUBRICO WARRANTY",10980,"252,109",1,https://www.craigslist.org/view/d/vancouver-2014-ford-150-4wd-supercab/uz9jteLs8NgbZPnAobC8Ze,excellent,gas,white,clean,automatic,pickup,6 cylinders,4wd,Vancouver BC,1FTFX1ET9EFA87027,
2009 Toyota Prius S,10990,"91,316",1,https://www.craigslist.org/view/d/burnaby-2009-toyota-prius/4Uq6KTqi1UUZujNgw95oun,excellent,hybrid,silver,clean,automatic,hatchback,4 cylinders,fwd,city of vancouver,,
2013 MINI Cooper Cooper S Manual. LOW KILOMETRES. SECOND SET OF TIRES.,10999,"89,399",1,https://www.craigslist.org/view/d/richmond-2013-mini-cooper-cooper-manual/3ts3EjWJFddgJ7bjJDEvBe,good,gas,grey,clean,manual,hatchback,4 cylinders,,richmond,WMWSV3C50DT475751,
2011 SUBARU OUTBACK PREMIUM LOW K,11000,"107,000",1,https://www.craigslist.org/view/d/burnaby-2011-subaru-outback-premium-low/b2Yhbg7SqbSa65zegdHshE,like new,gas,grey,clean,automatic,SUV,4 cylinders,4wd,Burnaby,,
2015 Jeep Cherokee 4WD North,11488,"87,500",1,https://www.craigslist.org/view/d/port-moody-2015-jeep-cherokee-4wd-north/iqGQGWguUiFDCEet9zHKxQ,like new,gas,white,clean,automatic,SUV,,fwd,city of vancouver,1C4PJMCB8FW744760,
2004 Mitsubishi Pajero Mini 4WD,11490,"49,760",1,https://www.craigslist.org/view/d/burnaby-2004-mitsubishi-pajero-mini-4wd/8zqLD8hp2AGinKXMdBc2Ww,like new,gas,white,clean,automatic,SUV,4 cylinders,4wd,city of vancouver,,
2017 Nissan Rogue S FWD - PRACTICAL - ROOMY!,11495,"155,472",1,https://www.craigslist.org/view/d/burnaby-2017-nissan-rogue-fwd-practical/edVm3244GdSb19qP97W85f,excellent,gas,grey,clean,automatic,SUV,4 cylinders,fwd,burnaby/newwest,5N1AT2MT0HC789204,
2009 Suzuki Swift Sport,11790,"50,118",1,https://www.craigslist.org/view/d/burnaby-2009-suzuki-swift-sport/2giyEeiL2o7dwyvJZbgpyF,like new,gas,yellow,clean,automatic,hatchback,4 cylinders,fwd,city of vancouver,,
LEXUS RX350 AWD NO ACCIDENT,11800,"170,168",1,https://www.craigslist.org/view/d/vancouver-lexus-rx350-awd-no-accident/6nLVvCkc6aTpDijsgyJV7H,excellent,gas,,clean,automatic,SUV,6 cylinders,4wd,VANCOUVER,,
2014 BMW X3 28i xDrive. LOCAL BC VEHICLE. NO ACCIDENT.,11800,"108,820",1,https://www.craigslist.org/view/d/richmond-2014-bmw-x3-28i-xdrive-local/dUD6VfvkeB4DkvRsB8DuGV,good,gas,white,clean,automatic,SUV,4 cylinders,4wd,richmond,5UXWX9C52E0D09236,
2016 Hyundai Tucson 2.0L Premium AWD. LOCAL BC VEHICLE.,11800,"111,719",1,https://www.craigslist.org/view/d/richmond-2016-hyundai-tucson-20l/1JYvPAxcsrCVnCoiVBWrKd,good,gas,silver,clean,automatic,SUV,4 cylinders,4wd,richmond,KM8J3CA40GU215410,
2017 Nissan Rogue SV. LOCAL BC VEHICLE. FULLY OPTIONED.,11800,"145,015",1,https://www.craigslist.org/view/d/richmond-2017-nissan-rogue-sv-local-bc/gDEAWDnTcnbC5ekStqxrsx,excellent,gas,blue,clean,automatic,SUV,4 cylinders,4wd,richmond,5N1AT2MVXHC831718,
MINIVAN,11888,"17,838",1,https://www.craigslist.org/view/d/coquitlam-minivan/6MHRwzPFvWa5kFdPvcB25S,good,gas,grey,clean,automatic,minivan,6 cylinders,fwd,Coquitlam,2C4RDGDG2KR687535,
2006 SUZUKI CARRY 4WD KEI TRUCK,11900,"43,300",1,https://www.craigslist.org/view/d/langley-2006-suzuki-carry-4wd-kei-truck/p4LN8992fnVZzi2h7nma7d,excellent,gas,green,clean,manual,truck,3 cylinders,4wd,LANGLEY,,
"2016 Dodge Ram Pro Master City***209,000 Kilometers***",11950,"209,000",1,https://www.craigslist.org/view/d/surrey-inner-northwest-2016-dodge-ram/vSrfKVYjX4LoE7B8F3TXej,excellent,gas,,clean,automatic,pickup,,fwd,Surrey,,
2015 Jeep Cherokee 4WD North,11961,"87,500",1,https://www.craigslist.org/view/d/port-moody-2015-jeep-cherokee-4wd-north/1p2LHpvESuWkkT63E1W8gH,like new,gas,white,clean,automatic,SUV,,fwd,city of vancouver,1C4PJMCB8FW744760,
"2017 Ford Escape 4WD 4dr Titanium | FREE 3,000 KM WARRANTY",11980,"171,821",1,https://www.craigslist.org/view/d/vancouver-2017-ford-escape-4wd-4dr/w5jDUgmSWbgCsyN5BanNm2,excellent,gas,grey,clean,automatic,SUV,4 cylinders,4wd,Vancouver BC,1FMCU9J98HUB06859,
Sedan,11981,"139,937",1,https://www.craigslist.org/view/d/coquitlam-sedan/hMQEeabiGWzeTKxTueVgoR,good,gas,silver,clean,automatic,sedan,4 cylinders,fwd,Coquitlam,2T1BU4EE5DC054284,
SUV,11988,"146,100",1,https://www.craigslist.org/view/d/coquitlam-suv/jGQafgd7evpYM6pyovfcHa,good,gas,black,rebuilt,automatic,SUV,4 cylinders,4wd,Coquitlam,5J6RE4H73AL809312,
2010 Suzuki Palette SW,11990,"59,250",1,https://www.craigslist.org/view/d/burnaby-2010-suzuki-palette-sw/q5Ln5djYZDU8XzAKT3rV89,excellent,gas,grey,clean,automatic,minivan,3 cylinders,fwd,city of vancouver,,
2008 Toyota Crown Hybrid 3.5 V6,11990,"62,866",1,https://www.craigslist.org/view/d/burnaby-2008-toyota-crown-hybrid-35-v6/2msMRtxXNBhQkG8MmrM4Wf,excellent,hybrid,silver,clean,automatic,sedan,6 cylinders,rwd,city of vancouver,,
2006 Mitsubishi Pajero Mini 4WD,11990,"49,760",1,https://www.craigslist.org/view/d/burnaby-2006-mitsubishi-pajero-mini-4wd/2QTLs3iKham7SXAE5tVic5,excellent,gas,silver,clean,automatic,offroad,4 cylinders,4wd,Burnaby,,
2011 Acura RDX tech,11995,"159,995",1,https://www.craigslist.org/view/d/delta-2011-acura-rdx-tech/t3hHUah6y2VHEbbAguzMhz,like new,gas,black,clean,automatic,SUV,4 cylinders,4wd,Vancouver,,
2015 Subaru Outback Touring AWD - 1 Owner,11995,"196,614",1,https://www.craigslist.org/view/d/surrey-south-2015-subaru-outback/49LuxhgnwhFMM7BunA4sWP,like new,gas,silver,clean,automatic,SUV,4 cylinders,4wd,Call Nathan 604 330 2043,,
2014 Subaru Forester 2.5i Touring - WELL EQUIPPED - AWD CAPABILITY!,11995,"171,905",1,https://www.craigslist.org/view/d/burnaby-2014-subaru-forester-25i/jJGiPMRzXLT82hR4CsRJsW,excellent,gas,white,clean,automatic,SUV,4 cylinders,4wd,Burnaby,JF2SJCLC9EH425546,
2017 Jeep Patriot High Altitude Edition • 1-OWNER • BC UNIT,11998,"119,359",1,https://www.craigslist.org/view/d/abbotsford-southwest-2017-jeep-patriot/529ssZUEaMs6kQ4CVsHCeX,excellent,gas,black,clean,automatic,SUV,4 cylinders,4wd,From $61+/ Weekly OAC💠NO DOWN REQUIRED!,,
2011 SUBARU SAMBAR 4WD KEI TRUCK,12200,"36,000",1,https://www.craigslist.org/view/d/langley-2011-subaru-sambar-4wd-kei-truck/faXUx14pauztinQvL2EDys,excellent,gas,white,clean,manual,truck,4 cylinders,4wd,LANGLEY,,
2015 Jeep Cherokee Limited 4X4,12288,"155,000",1,https://www.craigslist.org/view/d/port-moody-2015-jeep-cherokee-limited/8G9C8DazoAArNBUsiVDgEF,like new,gas,blue,clean,automatic,SUV,,fwd,city of vancouver,1C4PJMDSXFW618513,
2006 Mitsubishi Colt Ralliart,12490,"48,695",1,https://www.craigslist.org/view/d/burnaby-2006-mitsubishi-colt-ralliart/pgfhMuwtieG2geF8idGss8,excellent,gas,silver,clean,automatic,hatchback,4 cylinders,fwd,Burnaby,,
2026 Jeep Wrangler Rubicon 4x4 SUV: SAVE $$$S VS. BUYING NEW!!!,71299,227,1,https://www.craigslist.org/view/d/surrey-lower-west-2026-jeep-wrangler/b6TmdiASVi8PwzfxwZv5Uo,like new,gas,black,clean,automatic,SUV,4 cylinders,4wd,FINANCE: $464 B/W+TAX *OAC!,,
"2024 Honda CR-V Sport AWD SUV: 1-OWNER, LOW KMS",34199,"56,404",1,https://www.craigslist.org/view/d/surrey-lower-west-2024-honda-cr-sport/pjH5rYxBT55hRAtxfAgicm,excellent,gas,grey,clean,automatic,SUV,4 cylinders,4wd,FINANCE: $245 B/W+TAX *OAC!,,
"2021 Honda Civic Touring Sedan: TOP TRIM LOADED, LOCAL",23799,"111,740",1,https://www.craigslist.org/view/d/surrey-lower-west-2021-honda-civic/fz6jaLdgP3m8oEPTL8P3ft,excellent,gas,white,clean,automatic,sedan,4 cylinders,fwd,FINANCE: $222 B/W+TAX *OAC!,,
"2024 Honda Accord EX CVT Sedan: SUNROOF, LOW LOW KMS",33499,"29,789",1,https://www.craigslist.org/view/d/surrey-lower-west-2024-honda-accord-ex/5Y7NmSnQYuEXbEYGzKF66K,excellent,gas,white,clean,automatic,sedan,4 cylinders,fwd,FINANCE: $240 B/W+TAX *OAC!,,
2017 Bentley Bentayga W12 AWD,109995,"38,000",1,https://www.craigslist.org/view/d/richmond-2017-bentley-bentayga-w12-awd/mgYV7bQywpYvRT7vs7LUm4,like new,gas,blue,clean,automatic,SUV,12 cylinders,4wd,Richmond,,
2023 Mercedes-Benz gle-class amg gle 63 s 4matic+ coupe,125995,"34,288",1,https://www.craigslist.org/view/d/richmond-2023-mercedes-benz-gle-class/hKhPnfNGKBgjQXN5N3v5vQ,like new,gas,black,clean,automatic,coupe,8 cylinders,4wd,Richmond,,
2026 TOYOTA HIGHLANDER HYBRID AWD – FINAL INCOMING BATCH,57928,"1,000",1,https://www.craigslist.org/view/d/vancouver-2026-toyota-highlander-hybrid/ebrs9MqSnpaHHZVmBDqbgQ,new,hybrid,,clean,automatic,SUV,4 cylinders,fwd,Vancouver,,$0
TOYOTA TACOMA 4DR 4WD,19800,"202,588",1,https://www.craigslist.org/view/d/vancouver-toyota-tacoma-4dr-4wd/gRRQq8AbF1hxnRoZi1G2ra,excellent,gas,,clean,automatic,pickup,,,VANCOUVER,,
2017 Jaguar F-PACE AWD 4dr 35t Prestige,20978,"65,000",1,https://www.craigslist.org/view/d/richmond-2017-jaguar-pace-awd-4dr-35t/6DeMB5v4zqAL5cBCpUu3XP,like new,gas,blue,clean,automatic,SUV,6 cylinders,4wd,Richmond,,
2021 MINI cooper s Cooper S FWD,31995,"55,000",1,https://www.craigslist.org/view/d/richmond-2021-mini-cooper-cooper-fwd/343wM8jmVzRgspDyjQ1q6n,like new,gas,blue,clean,automatic,convertible,4 cylinders,fwd,Richmond,,
2004 LEXUS LX 470,14800,"329,600",1,https://www.craigslist.org/view/d/vancouver-2004-lexus-lx-470/wVPaCEQURy2Jf1EEwqcvxe,good,gas,,clean,automatic,SUV,8 cylinders,4wd,VANCOUVER,,
MERCEDES BENZ SLK 350 ONE OWNER LOCAL NO ACCIDENT,20800,"161,088",1,https://www.craigslist.org/view/d/vancouver-mercedes-benz-slk-350-one/qvaxh45HjDe9pZHVZxQpJK,excellent,gas,,clean,automatic,convertible,6 cylinders,,VANCOUVER,,
2019 Subaru Ascent Premier 7-Passenger,19995,"149,181",1,https://www.craigslist.org/view/d/richmond-2019-subaru-ascent-premier/fRibrZNosgFUYkQcmgknii,like new,gas,blue,clean,automatic,SUV,4 cylinders,,Richmond,,
2011 BMW 3-Series 4dr Sdn 335i xDrive AWD,13995,"85,300",1,https://www.craigslist.org/view/d/richmond-2011-bmw-series-4dr-sdn-335i/ht78kwhwGi6Rz9SPzMBosw,like new,gas,white,clean,automatic,sedan,6 cylinders,4wd,Richmond,,
2024 Lexus UX UX 250h CVT,37995,"33,974",1,https://www.craigslist.org/view/d/richmond-2024-lexus-ux-ux-250h-cvt/h2Big12iVLoqQxGDUqVTkR,like new,hybrid,grey,clean,automatic,SUV,4 cylinders,4wd,Richmond,,
2018 BMW 4 Series 430i xDrive Gran Coupe,19995,"111,785",1,https://www.craigslist.org/view/d/richmond-2018-bmw-series-430i-xdrive/19JCi4vdwFxXggoALhTbSW,like new,gas,white,clean,automatic,coupe,4 cylinders,4wd,Richmond,,
2024 Tesla cybertruck awd,129995,"29,101",1,https://www.craigslist.org/view/d/richmond-2024-tesla-cybertruck-awd/ndqYG2qYkY2ER8bWSSEZmQ,like new,electric,,clean,automatic,pickup,,4wd,Richmond,,
2018 Mercedes-Benz c-class c 300 4matic sedan,19995,"112,000",1,https://www.craigslist.org/view/d/richmond-2018-mercedes-benz-class-300/vhd6RG4UhAjj3S9jSgPa53,like new,gas,,clean,automatic,sedan,6 cylinders,4wd,Richmond,,
2014 Toyota Venza 4dr Wgn V6 AWD,14995,"203,250",1,https://www.craigslist.org/view/d/richmond-2014-toyota-venza-4dr-wgn-v6/6Bpwrr7rPZh1jPqw3wEVTd,like new,gas,,clean,automatic,,6 cylinders,4wd,Richmond,,
2020 Mercedes-Benz glc-class glc 300 4matic suv,27995,"74,465",1,https://www.craigslist.org/view/d/richmond-2020-mercedes-benz-glc-class/sQCqCgEDAyS1jmKe5ZXR1E,,gas,,clean,automatic,SUV,,,Richmond,,
2021 Toyota RAV4 XLE AWD,34995,"43,322",1,https://www.craigslist.org/view/d/richmond-2021-toyota-rav4-xle-awd/kxDh8PH288oob2MLgvvtxn,,gas,,clean,automatic,SUV,,,Richmond,,
"2023 Honda CR-V EX-L ***Local BC car, No accidents, 1 OWNER ***",37800,"48,000",1,https://www.craigslist.org/view/d/coquitlam-2023-honda-cr-ex-local-bc-car/3iXwBXAfqyku6RZFCBdkAt,like new,gas,white,clean,automatic,SUV,4 cylinders,4wd,CarMatch,,
2015 Mazda Mazda5 GS | 6 Seater | Captain Seats | Low Ks,12995,"118,622",1,https://www.craigslist.org/view/d/burnaby-2015-mazda-mazda5-gs-seater/44ttTcJYzQjrtYcSfJmwo8,excellent,gas,grey,clean,automatic,wagon,4 cylinders,fwd,Vancouver,JM1CW2CL7F0186206,
"2024 Mazda CX-90 GT PHEV ***Local BC car, No accidents***",45800,"48,434",1,https://www.craigslist.org/view/d/coquitlam-2024-mazda-cx-90-gt-phev/oW7Et8tn9JjoNk7pJJa9M7,like new,hybrid,grey,clean,automatic,SUV,4 cylinders,4wd,CarMatch,,
2018 Honda HR-V EX | Sunroof | Heated Seats | Backup Camera,19980,"74,487",1,https://www.craigslist.org/view/d/burnaby-2018-honda-hr-ex-sunroof-heated/snXJ9vDrWRsTJAPXsEdDsJ,excellent,gas,white,clean,automatic,SUV,4 cylinders,4wd,Vancouver,3CZRU6H54JM103140,
2017 Toyota 4Runner SR5 | Limited | 7-Seater | Navi,41990,"100,202",1,https://www.craigslist.org/view/d/burnaby-2017-toyota-4runner-sr5-limited/kZPv1acPEhkPC5fA4vAjXH,excellent,gas,white,clean,automatic,SUV,6 cylinders,4wd,Vancouver,JTEBU5JR8H5450772,
2016 Volkswagen Golf R 2.0 TSI | CarPlay | Android Auto | Navi,25995,"76,880",1,https://www.craigslist.org/view/d/burnaby-2016-volkswagen-golf-20-tsi/11m5PS4kM1nZWzhF57AaYw,excellent,gas,red,clean,automatic,hatchback,4 cylinders,4wd,Vancouver,WVWLF7AU1GW112593,
2019 BMW X1 xDrive28i | Prem Pkg Essential | Panorama Sunroof | Navi,22890,"39,900",1,https://www.craigslist.org/view/d/burnaby-2019-bmw-x1-xdrive28i-prem-pkg/nv3AdTLAZ9P6BLTYjGjvUt,excellent,gas,white,clean,automatic,SUV,4 cylinders,4wd,Vancouver,WBXHT3C53K3H36358,
2017 Acura RDX Elite Pkg AWD | LOCAL VEHICLE | 1 OWNER,21905,"149,964",1,https://www.craigslist.org/view/d/vancouver-2017-acura-rdx-elite-pkg-awd/rWDx3HhFkthrpYRnqzvy96,excellent,gas,silver,clean,automatic,SUV,6 cylinders,4wd,North Vancouver,5J8TB4H77HL810270,
2018 Porsche Cayenne Platinum Edition | AWD | LOW KILOMETRES,28905,"95,370",1,https://www.craigslist.org/view/d/vancouver-2018-porsche-cayenne-platinum/cMMtsx3mzwNFxjCGx5eyiS,excellent,gas,black,clean,automatic,SUV,6 cylinders,4wd,North Vancouver,WP1AA2A27JKA00403,
"2016 Honda Odyssey EX ***Local BC car, No accidents*** FWD",20900,"131,602",1,https://www.craigslist.org/view/d/coquitlam-2016-honda-odyssey-ex-local/kNP2kQPHsR2Tsvbo9MNQ2h,like new,gas,white,clean,automatic,minivan,6 cylinders,fwd,CarMatch,,
2021 Volvo XC40 Recharge,29900,"109,373",1,https://www.craigslist.org/view/d/coquitlam-2021-volvo-xc40-recharge/dvKCC75GAbeUMCfF1iFXwx,like new,electric,grey,clean,automatic,SUV,,,CarMatch,,
2020 Tesla Model 3 Standard Range Plus,27999,"79,660",1,https://www.craigslist.org/view/d/burnaby-2020-tesla-model-standard-range/1HP7wohvKDwkvzMcihaSsq,excellent,electric,white,clean,automatic,sedan,,rwd,BURNABY,,
"2016 Infiniti Q50S AWD ***Local BC car, No accidents***",13800,"145,910",1,https://www.craigslist.org/view/d/coquitlam-2016-infiniti-q50s-awd-local/1kKed7m2amaa2iWhycuJfU,excellent,gas,white,clean,automatic,sedan,6 cylinders,4wd,CarMatch,,
"2023 Nissan Rogue Platinum ***Local BC car, No accidents***",28800,"64,276",1,https://www.craigslist.org/view/d/coquitlam-2023-nissan-rogue-platinum/mt6mARG8F9izSArettE9r3,like new,gas,red,clean,automatic,SUV,3 cylinders,4wd,CarMatch,,
2026 Chrysler Grand Caravan SXT with Rear Entry Accessible Conversion,79900,100,1,https://www.craigslist.org/view/d/chilliwack-2026-chrysler-grand-caravan/mKb9Zb7JQQweZt1f4evEnR,new,gas,white,clean,automatic,minivan,6 cylinders,fwd,CHILLIWACK,,
FS : 2017 Lamborghini Huracan Spyder 610-4,279995,"30,600",1,https://www.craigslist.org/view/d/vancouver-fs-lamborghini-huracan-spyder/disKLvtFUeuoEF69xH8Pgt,excellent,gas,white,clean,automatic,convertible,10 cylinders,4wd,Vancouver (NW Shaughnessy / East Kitsilano / Quilchena),,
2015 McLaren 650S Spider,159000,"42,000",1,https://www.craigslist.org/view/d/burnaby-2015-mclaren-650s-spider/5Y8DxCgxMDE3XMX7Nc4Y1K,excellent,gas,white,clean,automatic,convertible,8 cylinders,rwd,Burnaby,,
2024 Chrysler Grand Caravan SXT with Rear Entry Accessible Conversion,71900,"29,950",1,https://www.craigslist.org/view/d/chilliwack-2024-chrysler-grand-caravan/sRzh1Eot2YQppvjGfvZeg2,excellent,gas,black,clean,automatic,minivan,6 cylinders,fwd,CHILLIWACK,,
FS : 2008 Porsche 911 / 997.1 GT3,189995,"76,000",1,https://www.craigslist.org/view/d/vancouver-fs-porsche-gt3/jVbxZ88s7sNJDQXUzdqqca,good,gas,white,clean,manual,coupe,6 cylinders,rwd,Vancouver (NW Shaughnessy / East Kitsilano / Quilchena),,
"2025 BMW X3 M50 BRAND NEW BODY STYLE LOCAL LOADED ONLY 12,000 KMS!",73499,"12,502",1,https://www.craigslist.org/view/d/vancouver-2025-bmw-x3-m50-brand-new/9qpLP7V9cc91ZzAPAjoKHC,like new,gas,blue,clean,automatic,SUV,6 cylinders,4wd,LOW LEASE AND FINANCING AVAILABLE!,,
"2018 Nissan Rogue S AWD SUV: HEATED FRONT SEATS, LOCAL",16799,"113,960",1,https://www.craigslist.org/view/d/surrey-lower-west-2018-nissan-rogue-awd/6uDYMo1EDtunXihjTwsGDp,excellent,gas,white,clean,automatic,SUV,4 cylinders,4wd,FINANCE: $157 B/W+TAX *OAC!,,
"2024 Nissan Versa SV CVT Sedan: HEATED SEATS, CLEAN CARFAX",18499,"41,978",1,https://www.craigslist.org/view/d/surrey-lower-west-2024-nissan-versa-sv/8cReohkCQyz6WiCX9yaC5C,excellent,gas,grey,clean,automatic,sedan,4 cylinders,fwd,FINANCE: $133 B/W+TAX *OAC!,,
"2018 Toyota RAV4 XLE AWD SUV: HEATED SEATS, LOCAL, 1-OWNER",27499,"98,190",1,https://www.craigslist.org/view/d/surrey-lower-west-2018-toyota-rav4-xle/dkTXkDN8iEZUeee83K4pfm,excellent,gas,grey,clean,automatic,SUV,4 cylinders,4wd,FINANCE: $257 B/W+TAX *OAC!,,
"2025 Kia Sorento EX AWD SUV: LOW KMS, CLEAN CARFAX",36799,"33,372",1,https://www.craigslist.org/view/d/surrey-lower-west-2025-kia-sorento-ex/toBsXSwavSBCdoSizZxo18,excellent,gas,white,clean,automatic,SUV,4 cylinders,4wd,FINANCE: $264 B/W+TAX *OAC!,,
"2025 Toyota Corolla CVT Hatchback: LOW 28K KMS, LOCAL",27799,"27,975",1,https://www.craigslist.org/view/d/surrey-lower-west-2025-toyota-corolla/4UffgwFaXdBPV2XmbTko5x,excellent,gas,white,clean,automatic,hatchback,4 cylinders,fwd,FINANCE: $199 B/W+TAX *OAC!,,
"2023 Kia Sorento LX+ AWD SUV: 1-OWNER, LOCAL, MINT UNIT",26799,"71,970",1,https://www.craigslist.org/view/d/surrey-lower-west-2023-kia-sorento-lx/bsfZJVf5MnxszcPWWV4cNG,excellent,gas,grey,clean,automatic,SUV,4 cylinders,4wd,FINANCE: $216 B/W+TAX *OAC!,,
"2020 Lexus IS 300 AWD Sedan: LOCAL LOW KMS, NO ACCIDENTS!",35799,"59,818",1,https://www.craigslist.org/view/d/surrey-lower-west-2020-lexus-is-300-awd/tpeFoiNmiS97A4AsjdK2LC,excellent,gas,white,clean,automatic,sedan,6 cylinders,4wd,FINANCE: $334 B/W+TAX *OAC!,,
"2025 Dodge Durango GT Plus AWD SUV: LOW LOW KMS, CLEAN CARFAX",55999,"10,846",1,https://www.craigslist.org/view/d/surrey-lower-west-2025-dodge-durango-gt/wjpvixP3F623j33WVU22cu,excellent,gas,white,clean,automatic,SUV,6 cylinders,4wd,FINANCE: $402 B/W+TAX *OAC!,,
